Number	Cell	Slice	Date	Sample	Mouse	Mouse date of birth	Mouse age	Mouse gender	Mouse genotype	Targeted layer	Inferred layer	Cre	Exon reads	Intron reads	Intergenic reads	Sequencing batch	Number of genes detected	RNA family	RNA type	RNA type confidence	RNA type top-3	ALM/VISp top-3	Length (bp)	Yield (pg/µl)	User	Hold Time (min)	Soma depth (µm)	Soma depth (4x)	Cortical thickness (4x)	Cortical thickness (µm)	Traced	Exclusion reasons
670	20190226_sample_9	20190226_slice_6	2019-02-26	Sample 9	mouse_CWKKR	2018-10-15	134	F	Viaat-Cre/wt; Ai9/wt	2/3	5	VIAAT+	3492229	104781	136434	7	11530	Pvalb	Pvalb Reln	0.95	Pvalb Reln (94.7%), Pvalb Kank4 (4.3%)	Pvalb Reln Itm2a (100.0%)	1861	884.37	Fede	35	575.7	213.5	496.4	1370.064	y	
671	20190227_sample_1	20190227_slice_1	2019-02-27	Sample 1	mouse_OLIJZ	2018-12-19	70	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	920916	731125	160213	7	11117	Sst	Sst Pvalb Etv1	0.81	Sst Pvalb Etv1 (80.7%), Sst Calb2 (8.3%), Sst Myh8_1 (4.6%)	Sst Nr2f2 Necab1 (100.0%)	1816	381.26	Fede	54	572.3	217.6	546.3	1507.788		
672	20190227_sample_2	20190227_slice_2	2019-02-27	Sample 2	mouse_OLIJZ	2018-12-19	70	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	692446	341977	97540	7	6479	Sst	Sst Hpse	0.88	Sst Hpse (88.1%), Sst Calb2 (10.4%)	Sst Hpse Cbln4 (100.0%)	1702	178.02	Fede	50	555.2	208.4	538.3	1485.708	y	
673	20190227_sample_3	20190227_slice_3	2019-02-27	Sample 3	mouse_OLIJZ	2018-12-19	70	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	1590318	757086	152879	7	11735	Sst	Sst Hpse	0.58	Sst Hpse (57.7%), Sst Calb2 (36.9%), Sst Pvalb Calb2 (4.9%)	Sst Calb2 Pdlim5 (96.0%)	2260	313.86	Fede	65	428.8	159.6	528.6	1458.936	y	
674	20190227_sample_4	20190227_slice_4	2019-02-27	Sample 4	mouse_OLIJZ	2018-12-19	70	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	1538511	534026	107565	7	10110	Sst	Sst Htr1a	0.86	Sst Htr1a (85.9%), Sst Hpse (13.9%)	Sst Hpse Sema3c (94.0%), Sst Hpse Cbln4 (6.0%)	2092	345.29	Fede	40	706.3	258.9	537.7	1484.052	y	
675	20190227_sample_5	20190227_slice_5	2019-02-27	Sample 5	mouse_OLIJZ	2018-12-19	70	F	Sst-IRES-Cre/wt; Ai9/wt	5	2/3	SST+	973491	555850	99489	7	9567	Sst	Sst Calb2	0.77	Sst Calb2 (77.3%), Sst Hpse (22.7%)	Sst Calb2 Pdlim5 (61.0%), Sst Hpse Cbln4 (39.0%)	1567	567.88	Fede	50	366.5	138	559.2	1543.392	y	
676	20190227_sample_6	20190227_slice_6	2019-02-27	Sample 6	mouse_OLIJZ	2018-12-19	70	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	676078	59266	78667	7	3622	Sst	Sst Chodl	0.98	Sst Chodl (98.0%)	Sst Chodl (100.0%)	1510	106.04	Fede	45	778.9	298.4	527.7	1456.452	y	
677	20190227_sample_7	20190227_slice_7	2019-02-27	Sample 7	mouse_OLIJZ	2018-12-19	70	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	2377337	626777	193115	7	11971	Pvalb	Pvalb Calb1_2	0.78	Pvalb Calb1_2 (78.4%), Pvalb Calb1_1 (12.7%), Pvalb Il1rapl2 (4.9%)	Pvalb Sema3e Kank4 (92.0%), Pvalb Tpbg (4.0%)	1537	453.12	Fede	55	560.9	212.6	516.9	1426.644	y	
678	20190318_sample_3	20190318_slice_3	2019-03-18	Sample 3	mouse_LQFGN	2018-12-19	89	F	Sst-IRES-Cre/wt; Ai9/wt	2/3	2/3	SST+	1663465	122205	164101	7	7916	Sst	Sst Calb2	0.83	Sst Calb2 (83.4%), Sst Hpse (10.1%), Sst Pvalb Calb2 (1.9%)	Sst Calb2 Pdlim5 (80.0%), Sst Hpse Cbln4 (20.0%)	1532	322.87	Fede	40	314	115	501	1382.76	y	
679	20190318_sample_4	20190318_slice_4	2019-03-18	Sample 4	mouse_LQFGN	2018-12-19	89	F	Sst-IRES-Cre/wt; Ai9/wt	2/3	2/3	SST+	792848	70437	83414	7	5578	Sst	Sst Pvalb Calb2	0.53	Sst Pvalb Calb2 (53.4%), Sst Hpse (14.6%), Sst Crhr2_1 (12.0%)	Sst Mme Fam114a1 (93.0%), Sst Tac1 Htr1d (4.0%)	1517	247.3	Fede	50	396.4	145	507	1399.32	y	
680	20190318_sample_5	20190318_slice_5	2019-03-18	Sample 5	mouse_LQFGN	2018-12-19	89	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	931593	528868	135624	7	9414	Sst	Sst Pvalb Etv1	0.71	Sst Pvalb Etv1 (71.0%), Sst Calb2 (23.3%), Sst Pvalb Calb2 (2.1%)	Sst Calb2 Pdlim5 (53.0%), Sst Nr2f2 Necab1 (47.0%)	1709	498.76	Fede	45	613.5	221.3	537.9	1484.604		
681	20190318_sample_6	20190318_slice_6	2019-03-18	Sample 6	mouse_LQFGN	2018-12-19	89	F	Sst-IRES-Cre/wt; Ai9/wt	2/3	5	SST+	747650	49125	65348	7	4264	Sst	Sst Calb2	0.86	Sst Calb2 (85.7%), Sst Hpse (9.9%)	Sst Calb2 Pdlim5 (61.0%), Sst Hpse Cbln4 (30.0%), Sst Hpse Sema3c (9.0%)	1516	101.73	Fede	55	597.6	218.2	532.1	1468.596	y	
682	20190320_sample_4	20190320_slice_3	2019-03-20	Sample 4	mouse_MHJIR	2018-12-30	80	M	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT-	453552	28451	31984	7	5086	IT	L6 IT_2	0.58	L6 IT_2 (58.4%), L5 IT_4 (9.7%), L6 CT Cpa6 (8.7%)	L6 IT VISp Penk Fst (64.0%), L6 IT VISp Penk Col27a1 (32.0%)	1543	166.16	Fede	20	1183.5	428.5	454	1253.04	y	
683	20190320_sample_5	20190320_slice_4	2019-03-20	Sample 5	mouse_MHJIR	2018-12-30	80	M	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT-	1031788	54616	71186	7	5276	CT	L6 CT Cpa6	0.62	L6 CT Cpa6 (62.1%), L6 CT Pou3f2 (16.3%), L6b Col6a1 (6.6%)	L6 CT ALM Cpa6 (93.0%), L6 CT VISp Krt80 Sla (5.0%)	1544	149.7	Fede	7	1172.9	432.7	522.4	1441.824	y	
684	20190320_sample_6	20190320_slice_5	2019-03-20	Sample 6	mouse_MHJIR	2018-12-30	80	M	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT-	710272	943756	91216	7	9149	CT	L6 CT Cpa6	0.80	L6 CT Cpa6 (80.4%), L6 CT Grp (17.9%)	L6 CT ALM Cpa6 (64.0%), L6 CT VISp Ctxn3 Sla (36.0%)	1726	503.46	Fede	12	1059.8	374.5	467	1288.92	y	
685	20190320_sample_9	20190320_slice_7	2019-03-20	Sample 9	mouse_MHJIR	2018-12-30	80	M	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT-	773993	923105	154769	7	9589	IT	L6 IT_2	0.94	L6 IT_2 (93.9%), L6 CT Cpa6 (2.0%)	L6 IT VISp Penk Col27a1 (65.0%), L6 IT VISp Penk Fst (29.0%), L6 IT ALM Oprk1 (4.0%)	1951	189.52	Fede	10	1513.7	525.7	574.7	1586.172		
686	20190321_sample_2	20190321_slice_2	2019-03-21	Sample 2	mouse_ZBEEF	2018-12-30	81	M	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT-	174031	39120	28675	7	1882	low quality					1522	45.5	Fede	10	1147.1	418.4	526.7	1453.692		
687	20190321_sample_4	20190321_slice_4	2019-03-21	Sample 4	mouse_ZBEEF	2018-12-30	81	M	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT-	1399254	959266	206563	7	10619	IT	L6 IT_1	0.98	L6 IT_1 (98.3%)	L6 IT VISp Penk Fst (89.0%), L6 IT VISp Col18a1 (11.0%)	2024	246.77	Fede	10	1007.5	368.8	484.2	1336.392	y	
688	20190321_sample_6	20190321_slice_6	2019-03-21	Sample 6	mouse_ZBEEF	2018-12-30	81	M	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT-	706148	40844	52710	7	4395	CT	L6 CT Cpa6	0.62	L6 CT Cpa6 (61.7%), L6 CT Grp (20.3%), L6b Col6a1 (12.0%)	L6 CT VISp Ctxn3 Sla (70.0%), L6 CT ALM Cpa6 (30.0%)	1561	118.83	Fede	10	1138.3	411.4	538.8	1487.088	y	
689	20190322_sample_1	20190322_slice_1	2019-03-22	Sample 1	mouse_SHPMA	2018-12-30	82	M	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT-	2048589	712756	94526	7	12372	IT	L6 IT_1	0.99	L6 IT_1 (98.6%)	L6 IT VISp Penk Fst (100.0%)	2098	518.72	Fede	10	1009.6	371.7	457.8	1263.528	y	
690	20190322_sample_2	20190322_slice_2	2019-03-22	Sample 2	mouse_SHPMA	2018-12-30	82	M	Viaat-Cre/wt; Ai9/wt	2/3	2/3	VIAAT-	1290714	1039499	147216	7	8866	IT	L2/3 IT_3	0.82	L2/3 IT_3 (81.7%), L2/3 IT_1 (5.0%), L5 ET_2 (3.9%)	L2/3 IT VISp Agmat (73.0%), L2/3 IT VISp Rrad (25.0%)	2137	152.68	Fede	10	240.6	86.7	551.6	1522.416	y	
691	20190322_sample_3	20190322_slice_3	2019-03-22	Sample 3	mouse_SHPMA	2018-12-30	82	M	Viaat-Cre/wt; Ai9/wt	6	5	VIAAT-	750313	32200	42650	7	4151	CT	L6 CT Cpa6	0.50	L6 CT Cpa6 (49.9%), L6 CT Grp (11.1%), L5 IT_2 (9.0%)	L6 CT ALM Cpa6 (83.0%), L6 CT VISp Ctxn3 Sla (11.0%), L6 CT VISp Krt80 Sla (4.0%)	1515	56.11	Fede	10	1075.2	395.6	539.4	1488.744	y	
692	20190322_sample_4	20190322_slice_4	2019-03-22	Sample 4	mouse_SHPMA	2018-12-30	82	M	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT+	2320562	52925	76570	7	9592	CT	L6 CT Cpa6	0.77	L6 CT Cpa6 (77.3%), L6 CT Grp (12.3%), L5 IT_1 (4.0%)	L6 CT ALM Cpa6 (100.0%)	1882	381.5	Fede	10	1079.3	399.5	494.8	1365.648	y	
693	20190325_sample_1	20190325_slice_1	2019-03-25	Sample 1	mouse_VTQGY	2018-12-01	114	M	Viaat-Cre/wt; Ai9/wt	2/3	2/3	VIAAT+	870275	41713	56227	7	4906	Lamp5	Lamp5 Pdlim5_2	0.58	Lamp5 Pdlim5_2 (57.6%), Lamp5 Slc35d3 (36.4%), Lamp5 Lhx6 (4.9%)	Lamp5 Lsp1 (94.0%), Lamp5 Plch2 Dock5 (6.0%)	1621	131.34	Fede	30	397.7	146.3	574.6	1585.896	y	
694	20190325_sample_2	20190325_slice_2	2019-03-25	Sample 2	mouse_VTQGY	2018-12-01	114	M	Viaat-Cre/wt; Ai9/wt	6	5	VIAAT-	243908	39380	38955	7	2317	low quality					1542	56.05	Fede	31	1033.8	379	521.8	1440.168		mismatch (FS firing but excitatory RNA)
695	20190325_sample_3	20190325_slice_3	2019-03-25	Sample 3	mouse_VTQGY	2018-12-01	114	M	Viaat-Cre/wt; Ai9/wt	6	5	VIAAT-	1221441	1747886	177736	7	11314	IT	L6 IT_1	0.93	L6 IT_1 (92.6%), L5 IT_3 (6.7%)	L6 IT VISp Penk Fst (99.0%)	2022	345.8	Fede	10	1260.7	469.9	631.1	1741.836	y	
696	20190325_sample_4	20190325_slice_4	2019-03-25	Sample 4	mouse_VTQGY	2018-12-01	114	M	Viaat-Cre/wt; Ai9/wt	6	5	VIAAT-	2045170	642669	146536	7	13334	CT	L6 CT Cpa6	0.92	L6 CT Cpa6 (92.1%), L6 CT Pou3f2 (5.6%)	L6 CT ALM Cpa6 (93.0%), L6 CT VISp Ctxn3 Brinp3 (7.0%)	2010	591.29	Fede	10	1231.4	451.7	616.5	1701.54	y	
697	20190325_sample_5	20190325_slice_5	2019-03-25	Sample 5	mouse_VTQGY	2018-12-01	114	M	Viaat-Cre/wt; Ai9/wt	6	5	VIAAT-	648329	662009	130876	7	9647	CT	L6 CT Cpa6	0.64	L6 CT Cpa6 (63.7%), L6 CT Pou3f2 (19.3%), L6 CT Grp (5.0%)	L6 CT VISp Ctxn3 Brinp3 (100.0%)	1767	422.12	Fede	35	1220	451.1	633.6	1748.736	y	
698	20190325_sample_6	20190325_slice_6	2019-03-25	Sample 6	mouse_VTQGY	2018-12-01	114	M	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT-	909740	976758	119137	7	9732	CT	L6 CT Pou3f2	0.53	L6 CT Pou3f2 (53.3%), L6b Col6a1 (28.3%), L6 CT Cpa6 (14.4%)	L6 CT ALM Nxph2 Sla (87.0%), L6 CT ALM Cpa6 (12.0%)	1861	322.78	Fede	6	1289.1	469.8	601.9	1661.244	y	
699	20190325_sample_7	20190325_slice_7	2019-03-25	Sample 7	mouse_VTQGY	2018-12-01	114	M	Viaat-Cre/wt; Ai9/wt	6	6	VIAAT-	858644	1090764	209381	7	10725	IT	L6 IT_1	0.90	L6 IT_1 (89.7%), L4/5 IT_2 (5.4%)	L6 IT VISp Col18a1 (75.0%), L6 IT VISp Penk Fst (21.0%)	1894	237.08	Fede	5	1252.6	218.2	532.1	1468.596	y	
700	20190325_sample_9	20190325_slice_9	2019-03-25	Sample 9	mouse_VTQGY	2018-12-01	114	M	Viaat-Cre/wt; Ai9/wt	6	5	VIAAT-	815009	574284	91353	7	8401	CT	L6 CT Cpa6	0.81	L6 CT Cpa6 (81.1%), L6b Col6a1 (16.9%)	L6 CT ALM Cpa6 (97.0%)	1519	215.42	Fede	10	1196.6	434.5	606.2	1673.112		
701	20190326_sample_1	20190326_slice_1	2019-03-26	Sample 1	mouse_MDDFS	2018-12-15	101	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	504868	430308	66054	7	9775	CT	L6 CT Cpa6	0.87	L6 CT Cpa6 (87.0%), L6 CT Pou3f2 (5.1%), L5 ET_1 (3.9%)	L6 CT ALM Cpa6 (88.0%), L6 CT VISp Ctxn3 Sla (9.0%)	1793	395.64	Fede	12	1063.9	395.2	519.8	1434.648	y	
702	20190326_sample_2	20190326_slice_2	2019-03-26	Sample 2	mouse_MDDFS	2018-12-15	101	M	Vip-IRES-Cre/wt; Ai9/wt	2/3	2/3	VIP+	614476	46524	54025	7	5156	Vip	Vip Sncg	0.87	Vip Sncg (86.6%), Sncg Col14a1 (5.7%), Vip Mybpc1_2 (2.9%)	Vip Col15a1 Pde1a (56.0%), Sncg Vip Itih5 (44.0%)	1613	155.76	Fede	20	152.1	54.2	487.1	1344.396		
703	20190326_sample_3	20190326_slice_3	2019-03-26	Sample 3	mouse_MDDFS	2018-12-15	101	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP+	861986	51257	60283	7	6158	Vip	Vip Sncg	0.66	Vip Sncg (65.7%), Sncg Col14a1 (15.6%), Vip Htr1f (12.3%)	Sncg Vip Itih5 (54.0%), Serpinf1 Aqp5 Vip (27.0%), Vip Col15a1 Pde1a (19.0%)	1530	196.3	Fede	10	1143.2	414.2	515.1	1421.676		
704	20190326_sample_4	20190326_slice_4	2019-03-26	Sample 4	mouse_MDDFS	2018-12-15	101	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	633896	683632	104058	7	8069	CT	L6 CT Pou3f2	0.87	L6 CT Pou3f2 (86.7%), L6 CT Cpa6 (9.6%)	L6 CT ALM Nxph2 Sla (84.0%), L6 CT VISp Ctxn3 Brinp3 (7.0%), L6 CT VISp Krt80 Sla (6.0%)	1880	167.86	Fede	10	1097.9	411	516.6	1425.816		
705	20190327_sample_1	20190327_slice_1	2019-03-27	Sample 1	mouse_LVGJZ	2018-12-15	102	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	2201821	2675655	300567	7	11194	CT	L6b Ror1	1.00	L6b Ror1 (100.0%)	L6b P2ry12 (54.0%), L6b ALM Olfr111 Nxph1 (37.0%), L6b VISp Crh (9.0%)	2178	205.36	Fede	10	1285.7	442	485.6	1340.256		
706	20190327_sample_2	20190327_slice_2	2019-03-27	Sample 2	mouse_LVGJZ	2018-12-15	102	M	Vip-IRES-Cre/wt; Ai9/wt	6	5	VIP-	879715	1407539	205299	7	8347	IT	L6 IT_1	0.91	L6 IT_1 (90.9%), L5 IT_4 (1.1%), L5 IT_3 (1.1%)	L6 IT VISp Penk Fst (95.0%)	1967	138.93	Fede	10	996.2	365.3	500.9	1382.484		
707	20190327_sample_4	20190327_slice_4	2019-03-27	Sample 4	mouse_LVGJZ	2018-12-15	102	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	2346902	194556	217727	7	7898	CT	L6 CT Cpa6	0.78	L6 CT Cpa6 (78.3%), L6 CT Kit_1 (6.6%), L6 CT Grp (4.0%)	L6 CT ALM Cpa6 (91.0%), L6 CT VISp Ctxn3 Sla (9.0%)	1618	145.48	Fede	10	1055.3	373.5	481	1327.56		
708	20190327_sample_7	20190327_slice_7	2019-03-27	Sample 7	mouse_LVGJZ	2018-12-15	102	M	Vip-IRES-Cre/wt; Ai9/wt	2/3	2/3	VIP+	490655	109238	38072	7	10592	Vip	Vip Mybpc1_3	0.57	Vip Mybpc1_3 (56.6%), Vip Mybpc1_2 (40.3%)	Vip Lect1 Oxtr (100.0%)	1817	383.93	Fede	20	198.7	71.6	491.5	1356.54	y	
709	20190328_sample_1	20190328_slice_1	2019-03-28	Sample 1	mouse_SGCMM	2018-12-15	103	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	436696	105831	109208	7	2834	CT	L6 CT Cpa6	0.38	L6 CT Cpa6 (38.0%), L6 CT Grp (16.9%), L6b Kcnip1 (7.4%)	L6 CT VISp Ctxn3 Sla (46.0%), L6 CT ALM Cpa6 (14.0%), L6 CT VISp Nxph2 Wls (8.0%)	1563	84.75	Fede	10	1051.3	380.5	497.1	1371.996		
710	20190328_sample_2	20190328_slice_2	2019-03-28	Sample 2	mouse_SGCMM	2018-12-15	103	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	559899	52882	55288	7	3948	CT	L6 CT Cpa6	0.46	L6 CT Cpa6 (46.1%), L6 CT Grp (16.7%), L6 CT Pou3f2 (7.6%)	L6 CT ALM Cpa6 (97.0%)	1688	70.22	Fede	10	1040.7	373.1	510.3	1408.428	y	
711	20190328_sample_3	20190328_slice_3	2019-03-28	Sample 3	mouse_SGCMM	2018-12-15	103	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	2596087	104693	133212	7	6351	CT	L6 CT Cpa6	0.55	L6 CT Cpa6 (54.6%), L6b Col6a1 (30.4%), L6 CT Pou3f2 (11.3%)	L6 CT ALM Cpa6 (88.0%), L6 CT VISp Krt80 Sla (12.0%)	1841	120.91	Fede	10	1190.4	400.5	484.7	1337.772	y	
712	20190328_sample_4	20190328_slice_4	2019-03-28	Sample 4	mouse_SGCMM	2018-12-15	103	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	702449	713093	117153	7	8911	CT	L6 CT Cpa6	0.97	L6 CT Cpa6 (96.7%)	L6 CT VISp Ctxn3 Brinp3 (76.0%), L6 CT ALM Cpa6 (15.0%), L6 CT VISp Ctxn3 Sla (8.0%)	1743	142.95	Fede	10	1066.5	386.5	475	1311	y	
713	20190328_sample_5	20190328_slice_5	2019-03-28	Sample 5	mouse_SGCMM	2018-12-15	103	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	2854661	647694	140884	7	11979	CT	L6 CT Cpa6	0.97	L6 CT Cpa6 (96.9%)	L6 CT ALM Cpa6 (100.0%)	1975	499.79	Fede	10	1036.5	368.9	484	1335.84	y	
714	20190328_sample_6	20190328_slice_6	2019-03-28	Sample 6	mouse_SGCMM	2018-12-15	103	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	1033274	769246	73214	7	9527	CT	L6 CT Cpa6	0.91	L6 CT Cpa6 (90.7%), L6b Col6a1 (8.1%)	L6 CT ALM Cpa6 (82.0%), L6 CT VISp Krt80 Sla (13.0%)	1973	215.05	Fede	10	1159.8	391.3	508.6	1403.736	y	
715	20190328_sample_8	20190328_slice_8	2019-03-28	Sample 8	mouse_SGCMM	2018-12-15	103	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	1779770	2098426	227748	7	11593	IT	L6 IT_2	0.65	L6 IT_2 (64.9%), L6 IT_1 (29.7%), L5 IT_4 (5.0%)	L6 IT VISp Penk Fst (55.0%), L6 IT VISp Penk Col27a1 (44.0%)	1968	295.2	Fede	10	1047.4	374	497.8	1373.928		
716	20190328_sample_9	20190328_slice_9	2019-03-28	Sample 9	mouse_SGCMM	2018-12-15	103	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	829762	584982	143241	7	7730	CT	L6b Shisa6_1	0.85	L6b Shisa6_1 (84.6%), L6b Kcnip1 (5.7%), L6b Col6a1 (5.6%)	L6b ALM Olfr111 Spon1 (69.0%), L6b VISp Col8a1 Rprm (16.0%), L6b VISp Col8a1 Rxfp1 (10.0%)	1569	141.42	Fede	10	1408.5	530.2	594.8	1641.648	y	
717	20190329_sample_3	20190329_slice_3	2019-03-29	Sample 3	mouse_RZTHI	2018-12-15	104	F	Vip-IRES-Cre/wt; Ai9/wt	6	5	VIP-	1014177	1220177	175480	7	8766	CT	L6 CT Cpa6	0.87	L6 CT Cpa6 (86.9%), L6 CT Pou3f2 (6.7%), L6b Col6a1 (3.7%)	L6 CT VISp Krt80 Sla (47.0%), L6 CT ALM Nxph2 Sla (26.0%), L6 CT ALM Cpa6 (23.0%)	1694	277.79	Fede	15	890.7	299.5	508.8	1404.288		
718	20190329_sample_4	20190329_slice_4	2019-03-29	Sample 4	mouse_RZTHI	2018-12-15	104	F	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	1134081	528089	202397	7	9787	CT	L6 CT Cpa6	0.78	L6 CT Cpa6 (78.3%), L6b Col6a1 (19.4%)	L6 CT ALM Cpa6 (97.0%)	1518	320.46	Fede	10	1360.9	503.9	610.2	1684.152		
719	20190329_sample_5	20190329_slice_5	2019-03-29	Sample 5	mouse_RZTHI	2018-12-15	104	F	Vip-IRES-Cre/wt; Ai9/wt	6	5	VIP-	837339	680037	158955	7	9275	CT	L6 CT Cpa6	0.75	L6 CT Cpa6 (75.0%), L6 CT Grp (13.0%), L6 CT Pou3f2 (8.4%)	L6 CT ALM Cpa6 (68.0%), L6 CT ALM Nxph2 Sla (15.0%), L6 CT VISp Ctxn3 Brinp3 (15.0%)	1587	316.63	Fede	10	1199	441.3	600.3	1656.828	y	
720	20190402_sample_2	20190402_slice_2	2019-04-02	Sample 2	mouse_GACMY	2018-11-20	133	M	Vip-IRES-Cre/wt; Ai9/wt	6	6	VIP-	1945193	1504127	203180	7	9453	CT	L6 CT Cpa6	0.88	L6 CT Cpa6 (87.6%), L6 CT Pou3f2 (11.0%)	L6 CT ALM Nxph2 Sla (52.0%), L6 CT ALM Cpa6 (33.0%), L6 CT VISp Ctxn3 Brinp3 (13.0%)	2116	176.91	Fede	10	1236	441.9	596.6	1646.616		
721	20190402_sample_3	20190402_slice_3	2019-04-02	Sample 3	mouse_GACMY	2018-11-20	133	M	Vip-IRES-Cre/wt; Ai9/wt	6	5	VIP-	625409	102015	95212	7	3708	IT	L6 IT_2	0.22	L6 IT_2 (21.6%), L5 IT_1 (8.4%), L6 CT Pou3f2 (6.9%)	L6 IT VISp Car3 (27.0%), L5 IT VISp Batf3 (19.0%), L5 IT VISp Col6a1 Fezf2 (17.0%)	1548	72.21	Fede	10	834.9	298.4	510	1407.6	y	
722	20190402_sample_5	20190402_slice_5	2019-04-02	Sample 5	mouse_GACMY	2018-11-20	133	M	Vip-IRES-Cre/wt; Ai9/wt	6	5	VIP-	1130076	56191	57121	7	6572	low quality					1527	228.43	Fede	10	1197.6	436.5	598.5	1651.86		
723	20190402_sample_6	20190402_slice_6	2019-04-02	Sample 6	mouse_GACMY	2018-11-20	133	M	Vip-IRES-Cre/wt; Ai9/wt	2/3	2/3	VIP+	296324	39245	48410	7	2467	Vip	Vip Sncg	0.78	Vip Sncg (78.3%), Vip Mybpc1_2 (17.9%)	Vip Col15a1 Pde1a (81.0%), Vip Crispld2 Htr2c (10.0%), Vip Igfbp4 Mab21l1 (8.0%)	1830	88.88	Fede	35	225.7	79.2	557.6	1538.976		
724	20190403_sample_3	20190403_slice_3	2019-04-03	Sample 3	mouse_QYXAF	2018-12-10	114	F	Sst-IRES-Cre/wt; Ai9/wt	6	6	SST-	983814	100617	144225	7	4191	low quality					1702	117.05	Fede	10	1147.2	417.1	513.5	1417.26		
725	20190403_sample_5	20190403_slice_5	2019-04-03	Sample 5	mouse_QYXAF	2018-12-10	114	F	Sst-IRES-Cre/wt; Ai9/wt	6	6	SST-	4012932	476702	171964	7	11222	IT	L6 IT_2	0.86	L6 IT_2 (85.7%), L5 IT_2 (3.4%), L5 IT_4 (3.3%)	L6 IT VISp Penk Col27a1 (97.0%)	2009	380.68	Fede	13	1221.8	457.4	548.6	1514.136	y	
726	20190403_sample_6	20190403_slice_6	2019-04-03	Sample 6	mouse_QYXAF	2018-12-10	114	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	2877147	131511	196188	7	8193	Sst	Sst Pvalb Etv1	0.53	Sst Pvalb Etv1 (53.0%), Sst Pvalb Calb2 (18.9%), Sst Etv1 (16.6%)	Sst Nr2f2 Necab1 (99.0%)	1569	208.01	Fede	40	543.2	210.6	505.5	1395.18	y	
727	20190403_sample_7	20190403_slice_7	2019-04-03	Sample 7	mouse_QYXAF	2018-12-10	114	F	Sst-IRES-Cre/wt; Ai9/wt	2/3	2/3	SST+	1856825	1248685	223536	7	8652	Sst	Sst Calb2	0.98	Sst Calb2 (97.6%)	Sst Calb2 Pdlim5 (100.0%)	1702	139.35	Fede	40	168.3	61.6	526.8	1453.968	y	
728	20190408_sample_1	20190408_slice_1	2019-04-08	Sample 1	mouse_UFZLM	2018-12-26	103	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	1269036	1401562	199889	7	11377	Pvalb	Pvalb Calb1_2	0.91	Pvalb Calb1_2 (90.9%), Pvalb Gpr149 (4.0%), Pvalb Reln (2.9%)	Pvalb Reln Tac1 (75.0%), Pvalb Sema3e Kank4 (25.0%)	1849	472.94	Fede	37	615.8	226.6	463.8	1280.088	y	
729	20190408_sample_2	20190408_slice_2	2019-04-08	Sample 2	mouse_UFZLM	2018-12-26	103	F	Sst-IRES-Cre/wt; Ai9/wt	2/3	2/3	SST+	1408342	968562	170229	7	9285	Sst	Sst Calb2	0.69	Sst Calb2 (69.1%), Sst Hpse (13.6%), Sst Crhr2_1 (7.6%)	Sst Calb2 Pdlim5 (74.0%), Sst Crhr2 Efemp1 (14.0%), Sst Hpse Cbln4 (12.0%)	1987	311.49	Fede	27	203.6	76.1	474.1	1308.516	y	
730	20190408_sample_5	20190408_slice_5	2019-04-08	Sample 5	mouse_UFZLM	2018-12-26	103	F	Sst-IRES-Cre/wt; Ai9/wt	5	5	SST+	2310896	992526	232504	7	10081	Sst	Sst Hpse	0.88	Sst Hpse (88.1%), Sst Calb2 (11.6%)	Sst Hpse Cbln4 (100.0%)	1795	298.45	Fede	50	595.2	215.6	466.3	1286.988	y	
